INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-03T12:52:28.000000000', 2, 22, 1, 34, 961, 42);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-09T12:09:47.000000000', 1, 14, 3, 24, 1183, 244);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-29T05:02:20.000000000', 3, 13, 1, 27, 939, 124);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-06T19:00:34.000000000', 8, 28, 1, 24, 1161, 175);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-18T04:42:18.000000000', 8, 13, 1, 31, 968, 174);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-11T11:29:56.000000000', 5, 29, 2, 34, 963, 31);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-03T18:46:17.000000000', 3, 23, 1, 35, 1015, 245);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-10T17:39:44.000000000', 9, 24, 3, 31, 975, 230);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-04T09:23:22.000000000', 3, 31, 1, 28, 1059, 181);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-03T05:51:12.000000000', 5, 35, 2, 29, 1083, 248);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-06T03:48:44.000000000', 4, 27, 5, 40, 969, 198);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-20T23:20:14.000000000', 1, 23, 4, 39, 1135, 117);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-04T08:44:08.000000000', 8, 35, 4, 22, 952, 170);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-07T05:06:02.000000000', 6, 35, 2, 36, 972, 93);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-22T08:04:25.000000000', 9, 23, 4, 37, 1069, 139);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-02T15:55:43.000000000', 2, 14, 3, 33, 1182, 108);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-04T10:05:17.000000000', 8, 35, 3, 26, 1142, 187);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-21T08:33:54.000000000', 4, 22, 3, 40, 976, 58);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-14T03:43:49.000000000', 8, 33, 2, 23, 1072, 45);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-15T00:26:33.000000000', 1, 21, 3, 35, 994, 201);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-21T13:16:05.000000000', 9, 19, 3, 39, 905, 130);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-11T17:50:58.000000000', 2, 22, 4, 26, 1028, 208);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-08T11:21:50.000000000', 1, 20, 2, 31, 956, 116);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-26T17:11:13.000000000', 9, 35, 5, 28, 1140, 89);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-01T14:03:22.000000000', 9, 12, 5, 25, 1081, 218);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-30T08:15:18.000000000', 5, 29, 3, 31, 1131, 83);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-29T13:49:19.000000000', 9, 30, 3, 38, 1073, 32);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-08T20:55:53.000000000', 2, 35, 1, 41, 991, 51);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-24T07:44:53.000000000', 4, 18, 1, 28, 1087, 226);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-15T23:13:13.000000000', 1, 12, 5, 33, 934, 175);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-12T10:30:24.000000000', 7, 22, 5, 34, 1084, 177);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-11T17:18:11.000000000', 9, 19, 1, 41, 983, 108);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-16T01:51:56.000000000', 1, 19, 4, 34, 967, 60);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-09T19:42:39.000000000', 1, 26, 4, 28, 976, 147);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-22T00:54:56.000000000', 7, 13, 2, 22, 1077, 74);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-23T13:01:22.000000000', 1, 22, 1, 39, 1172, 147);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-26T03:44:58.000000000', 1, 29, 1, 38, 979, 186);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-20T14:18:29.000000000', 5, 25, 4, 28, 1122, 103);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-28T06:40:19.000000000', 9, 22, 1, 23, 1164, 72);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-02T02:03:42.000000000', 3, 24, 5, 33, 974, 181);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-29T22:43:14.000000000', 1, 12, 2, 27, 1070, 131);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-05T08:07:52.000000000', 7, 25, 1, 31, 1048, 182);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-07T01:05:09.000000000', 7, 22, 3, 39, 990, 127);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-04T00:57:47.000000000', 3, 17, 4, 37, 1071, 186);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-04T08:53:52.000000000', 6, 36, 2, 34, 1008, 38);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-20T11:36:57.000000000', 8, 22, 1, 38, 1197, 42);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-25T14:28:44.000000000', 9, 35, 3, 43, 1167, 49);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-20T07:32:41.000000000', 3, 23, 3, 38, 1112, 104);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-18T17:10:46.000000000', 5, 13, 5, 37, 943, 98);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-11T14:41:53.000000000', 1, 33, 4, 24, 1106, 246);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-02T14:46:59.000000000', 3, 31, 5, 24, 985, 223);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-26T03:45:25.000000000', 5, 29, 1, 26, 953, 39);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-28T13:41:09.000000000', 7, 26, 3, 29, 1179, 122);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-20T14:22:11.000000000', 2, 24, 3, 23, 980, 176);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-26T17:37:32.000000000', 9, 22, 5, 43, 1112, 192);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-24T16:35:16.000000000', 5, 28, 4, 25, 984, 37);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-15T16:26:53.000000000', 6, 20, 1, 41, 1194, 177);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-20T12:11:51.000000000', 4, 33, 4, 37, 1200, 89);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-09T06:58:09.000000000', 4, 16, 2, 43, 1023, 28);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-05T00:20:56.000000000', 8, 16, 4, 35, 1011, 243);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-04T06:47:50.000000000', 7, 20, 3, 24, 1008, 165);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-27T10:21:04.000000000', 3, 30, 5, 24, 978, 164);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-21T06:16:09.000000000', 7, 12, 4, 37, 938, 184);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-13T08:36:25.000000000', 5, 32, 5, 42, 1179, 56);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-08T08:03:00.000000000', 3, 14, 1, 24, 1112, 53);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-19T17:15:31.000000000', 6, 30, 4, 28, 1123, 1);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-27T07:53:38.000000000', 1, 24, 5, 37, 1103, 153);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-07T05:19:07.000000000', 3, 30, 3, 39, 1027, 193);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-25T16:19:56.000000000', 6, 20, 5, 34, 1200, 4);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-05T10:20:30.000000000', 2, 25, 3, 38, 997, 25);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-25T16:40:29.000000000', 2, 33, 3, 34, 951, 115);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-29T07:41:03.000000000', 4, 31, 1, 35, 1027, 59);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-25T04:17:20.000000000', 3, 31, 5, 27, 974, 47);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-21T01:10:01.000000000', 3, 19, 5, 23, 981, 16);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-28T04:30:03.000000000', 5, 16, 2, 33, 1146, 146);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-29T22:52:02.000000000', 9, 25, 2, 39, 911, 183);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-30T01:49:10.000000000', 4, 14, 4, 42, 1199, 30);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-22T09:17:58.000000000', 3, 26, 4, 29, 1003, 98);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-25T09:05:53.000000000', 8, 16, 5, 40, 983, 13);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-05T00:28:37.000000000', 2, 18, 1, 43, 1147, 41);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-13T06:36:26.000000000', 3, 26, 5, 32, 1054, 73);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-31T23:51:51.000000000', 8, 14, 2, 34, 997, 46);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-11T01:28:29.000000000', 5, 21, 3, 40, 1150, 145);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-18T20:05:27.000000000', 6, 13, 3, 40, 1018, 122);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-05T16:29:42.000000000', 4, 35, 4, 28, 1071, 74);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-25T13:45:13.000000000', 5, 14, 1, 40, 917, 186);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-06T15:03:36.000000000', 9, 30, 3, 39, 1159, 222);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-24T00:22:09.000000000', 9, 19, 1, 37, 1012, 236);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-07T11:32:55.000000000', 6, 25, 2, 36, 1143, 35);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-24T17:26:35.000000000', 3, 26, 3, 29, 1185, 226);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-24T23:57:07.000000000', 8, 17, 1, 36, 1175, 197);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-11T16:15:35.000000000', 1, 31, 5, 40, 994, 59);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-21T15:29:21.000000000', 9, 19, 1, 34, 1199, 1);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-03T20:17:08.000000000', 9, 35, 4, 36, 966, 182);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-09T05:34:17.000000000', 7, 16, 1, 31, 1023, 168);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-14T18:25:10.000000000', 3, 36, 4, 35, 1081, 3);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-03T04:40:13.000000000', 9, 15, 1, 42, 1115, 52);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-26T08:20:29.000000000', 7, 32, 5, 34, 1098, 208);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-15T23:14:28.000000000', 6, 13, 1, 37, 1111, 63);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-12T14:28:53.000000000', 4, 37, 5, 41, 967, 134);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-29T04:04:06.000000000', 7, 35, 3, 31, 1016, 187);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-01T15:27:54.000000000', 5, 26, 5, 36, 1168, 202);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-25T15:12:40.000000000', 9, 17, 5, 30, 956, 168);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-04T13:50:28.000000000', 7, 31, 5, 33, 1171, 36);
